DATE,HOUR,RENTED_BIKE_COUNT
25/12/2022,6,12
25/12/2022,7,8
25/12/2022,8,14
25/12/2022,9,14
25/12/2022,10,36
25/12/2022,11,31
25/12/2022,12,42
25/12/2022,13,34
25/12/2022,14,21
25/12/2022,15,34
25/12/2022,16,32
25/12/2022,17,26
25/12/2022,18,31
25/12/2022,19,22
25/12/2022,20,25
25/12/2022,21,21
25/12/2022,22,23
25/12/2022,23,23
26/01/2019,0,15
26/01/2019,1,8
26/01/2019,2,6
26/01/2019,3,3
26/01/2019,4,1
26/01/2019,5,6
26/01/2019,6,7
26/01/2019,7,18
26/01/2019,8,39
26/01/2019,9,46
26/01/2019,10,57
26/01/2019,11,87
26/01/2019,12,83
26/01/2019,13,105
26/01/2019,14,88
26/01/2019,15,72
26/01/2019,16,56
26/01/2019,17,32
26/01/2019,18,28
26/01/2019,19,20
26/01/2019,20,16
26/01/2019,21,12
26/01/2019,22,11
26/01/2019,23,10
26/01/2020,0,51
26/01/2020,1,28
26/01/2020,2,13
26/01/2020,3,12
26/01/2020,4,8
26/01/2020,5,7
26/01/2020,6,14
26/01/2020,7,46
26/01/2020,8,81
26/01/2020,9,152
26/01/2020,10,189
26/01/2020,11,206
26/01/2020,12,215
26/01/2020,13,246
26/01/2020,14,215
26/01/2020,15,237
26/01/2020,16,209
26/01/2020,17,174
26/01/2020,18,154
26/01/2020,19,99
26/01/2020,20,71
26/01/2020,21,57
26/01/2020,22,30
26/01/2020,23,28
26/01/2021,0,5
26/01/2021,1,3
26/01/2021,2,1
26/01/2021,4,5
26/01/2021,5,19
26/01/2021,6,45
26/01/2021,7,87
26/01/2021,8,80
26/01/2021,9,52
26/01/2021,10,38
26/01/2021,11,63
26/01/2021,12,72
26/01/2021,13,64
26/01/2021,14,75
26/01/2021,15,75
26/01/2021,16,113
26/01/2021,17,117
26/01/2021,18,121
26/01/2021,19,87
26/01/2021,20,72
26/01/2021,21,35
26/01/2021,22,19
26/01/2021,23,18
26/01/2022,0,9
26/01/2022,1,3
26/01/2022,2,5
26/01/2022,3,2
26/01/2022,4,4
26/01/2022,5,36
26/01/2022,6,65
26/01/2022,7,99
26/01/2022,8,119
26/01/2022,9,102
26/01/2022,10,63
26/01/2022,11,81
26/01/2022,12,97
26/01/2022,13,114
26/01/2022,14,107
26/01/2022,15,125
26/01/2022,16,179
26/01/2022,17,216
26/01/2022,18,191
26/01/2022,19,137
26/01/2022,20,86
26/01/2022,21,57
26/01/2022,22,38
26/01/2022,23,22
26/02/2019,0,12
26/02/2019,1,5
26/02/2019,2,1
26/02/2019,3,2
26/02/2019,4,15
26/02/2019,5,59
26/02/2019,6,211
26/02/2019,7,432
26/02/2019,8,517
26/02/2019,9,196
26/02/2019,10,96
26/02/2019,11,105
26/02/2019,12,143
26/02/2019,13,136
26/02/2019,14,142
26/02/2019,15,211
26/02/2019,16,445
26/02/2019,17,672
26/02/2019,18,350
26/02/2019,19,181
26/02/2019,20,107
26/02/2019,21,72
26/02/2019,22,51
26/02/2019,23,22
26/02/2020,0,10
26/02/2020,1,3
26/02/2020,2,4
26/02/2020,3,3
26/02/2020,4,10
26/02/2020,5,49
26/02/2020,6,159
26/02/2020,7,264
26/02/2020,8,322
26/02/2020,9,179
26/02/2020,10,108
26/02/2020,11,169
26/02/2020,12,178
26/02/2020,13,154
26/02/2020,14,183
26/02/2020,15,255
26/02/2020,16,491
26/02/2020,17,634
26/02/2020,18,405
26/02/2020,19,227
26/02/2020,20,125
26/02/2020,21,96
26/02/2020,22,61
26/02/2020,23,18
26/02/2021,0,13
26/02/2021,1,5
26/02/2021,2,4
26/02/2021,3,5
26/02/2021,4,10
26/02/2021,5,47
26/02/2021,6,103
26/02/2021,7,208
26/02/2021,8,198
26/02/2021,9,155
26/02/2021,10,167
26/02/2021,11,195
26/02/2021,12,236
26/02/2021,13,271
26/02/2021,14,266
26/02/2021,15,324
26/02/2021,16,366
26/02/2021,17,441
26/02/2021,18,343
26/02/2021,19,234
26/02/2021,20,113
26/02/2021,21,80
26/02/2021,22,72
26/02/2021,23,76
26/02/2022,0,81
26/02/2022,1,85
26/02/2022,2,57
26/02/2022,3,19
26/02/2022,4,14
26/02/2022,5,18
26/02/2022,6,36
26/02/2022,7,80
26/02/2022,8,146
26/02/2022,9,176
26/02/2022,10,186
26/02/2022,11,266
26/02/2022,12,291
26/02/2022,13,359
26/02/2022,14,336
26/02/2022,15,335
26/02/2022,16,369
26/02/2022,17,353
26/02/2022,18,270
26/02/2022,19,222
26/02/2022,20,116
26/02/2022,21,120
26/02/2022,22,134
26/02/2022,23,102
26/03/2019,0,15
26/03/2019,1,8
26/03/2019,2,8
26/03/2019,3,1
26/03/2019,4,19
26/03/2019,5,75
26/03/2019,6,285
26/03/2019,7,653
26/03/2019,8,796
26/03/2019,9,322
26/03/2019,10,169
26/03/2019,11,257
26/03/2019,12,329
26/03/2019,13,279
26/03/2019,14,278
26/03/2019,15,399
26/03/2019,16,741
26/03/2019,17,1140
26/03/2019,18,696
26/03/2019,19,415
26/03/2019,20,199
26/03/2019,21,130
26/03/2019,22,74
26/03/2019,23,32
26/03/2020,0,8
26/03/2020,1,10
26/03/2020,2,4
26/03/2020,3,4
26/03/2020,4,8
26/03/2020,5,14
26/03/2020,6,89
26/03/2020,7,113
26/03/2020,8,111
26/03/2020,9,106
26/03/2020,10,108
26/03/2020,11,120
26/03/2020,12,134
26/03/2020,13,110
26/03/2020,14,55
26/03/2020,15,81
26/03/2020,16,124
26/03/2020,17,152
26/03/2020,18,119
26/03/2020,19,102
26/03/2020,20,51
26/03/2020,21,30
26/03/2020,22,5
26/03/2020,23,6
26/03/2021,0,25
26/03/2021,1,12
26/03/2021,2,3
26/03/2021,3,4
26/03/2021,4,8
26/03/2021,5,57
26/03/2021,6,152
26/03/2021,7,310
26/03/2021,8,317
26/03/2021,9,228
26/03/2021,10,238
26/03/2021,11,311
