temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,snowfall,dew_point_2m,DATE,HOUR,SOLAR_RADIATION,VISIBILITY
-6.8,55,1.24,0.0,0.0,-14.4,23/12/2023,22,0.0,2000
-6.1,51,1.3,0.0,0.0,-14.6,23/12/2023,23,0.0,2000
-5.3,48,1.75,0.0,0.0,-14.7,24/12/2023,0,0.0,2000
-4.9,48,1.61,0.1,0.07,-14.2,24/12/2023,1,0.0,2000
-4.8,49,1.43,0.1,0.07,-13.9,24/12/2023,2,0.0,2000
-4.8,50,1.7,0.0,0.0,-13.5,24/12/2023,3,0.0,2000
-5.2,55,1.46,0.1,0.07,-12.9,24/12/2023,4,0.0,2000
-5.2,54,1.43,0.0,0.0,-13.2,24/12/2023,5,0.0,2000
-4.8,51,0.76,0.1,0.07,-13.5,24/12/2023,6,0.0,2000
-4.8,55,1.12,0.1,0.07,-12.4,24/12/2023,7,0.0,2000
-4.9,59,1.7,0.1,0.07,-11.6,24/12/2023,8,0.0,2000
-4.3,57,1.4,0.0,0.0,-11.6,24/12/2023,9,0.23,2000
-4.0,70,1.73,0.0,0.0,-8.6,24/12/2023,10,0.53,2000
-2.3,65,1.46,0.0,0.0,-8.1,24/12/2023,11,1.0,2000
-0.8,60,0.67,0.0,0.0,-7.6,24/12/2023,12,1.56,2000
0.4,54,0.63,0.0,0.0,-7.9,24/12/2023,13,1.71,2000
0.9,50,1.63,0.0,0.0,-8.2,24/12/2023,14,1.55,2000
1.0,49,2.26,0.0,0.0,-8.6,24/12/2023,15,1.21,2000
0.6,50,2.77,0.0,0.0,-8.8,24/12/2023,16,0.77,2000
-1.9,65,2.37,0.0,0.0,-7.7,24/12/2023,17,0.28,2000
-4.7,83,1.99,0.0,0.0,-7.2,24/12/2023,18,0.01,2000
-5.2,87,2.01,0.0,0.0,-6.9,24/12/2023,19,0.0,2000
-3.4,83,0.81,0.0,0.0,-5.9,24/12/2023,20,0.0,2000
-4.7,89,0.61,0.0,0.0,-6.2,24/12/2023,21,0.0,2000
-4.8,75,0.28,0.0,0.0,-8.6,24/12/2023,22,0.0,2000
-5.1,76,0.41,0.0,0.0,-8.6,24/12/2023,23,0.0,2000
-5.7,80,0.8,0.0,0.0,-8.6,25/12/2023,0,0.0,2000
-6.2,84,1.33,0.0,0.0,-8.4,25/12/2023,1,0.0,2000
-5.7,85,1.8,0.0,0.0,-7.8,25/12/2023,2,0.0,2000
-4.2,79,1.22,0.1,0.07,-7.3,25/12/2023,3,0.0,2000
-3.4,78,1.22,0.1,0.07,-6.7,25/12/2023,4,0.0,2000
-4.5,87,1.28,0.0,0.0,-6.3,25/12/2023,5,0.0,2000
-4.4,90,1.32,0.1,0.07,-5.8,25/12/2023,6,0.0,2000
-3.5,91,1.36,0.1,0.07,-4.8,25/12/2023,7,0.0,2000
-2.8,90,1.06,0.1,0.07,-4.2,25/12/2023,8,0.0,2000
-2.0,87,0.81,0.0,0.0,-3.8,25/12/2023,9,0.13,2000
-1.9,82,0.14,0.0,0.0,-4.6,25/12/2023,10,0.21,2000
-0.9,77,0.3,0.0,0.0,-4.3,25/12/2023,11,0.4,2000
0.0,68,1.04,0.0,0.0,-5.2,25/12/2023,12,0.63,2000
1.2,58,3.28,0.0,0.0,-6.0,25/12/2023,13,0.96,2000
1.9,51,3.81,0.0,0.0,-7.2,25/12/2023,14,1.01,2000
1.8,49,3.5,0.0,0.0,-7.8,25/12/2023,15,0.84,2000
1.3,51,3.13,0.0,0.0,-7.8,25/12/2023,16,0.64,2000
-0.6,59,2.0,0.0,0.0,-7.6,25/12/2023,17,0.24,2000
-3.1,76,2.36,0.0,0.0,-6.7,25/12/2023,18,0.01,2000
-4.2,82,2.21,0.0,0.0,-6.8,25/12/2023,19,0.0,2000
-4.7,81,2.73,0.0,0.0,-7.3,25/12/2023,20,0.0,2000
-3.3,76,2.28,0.0,0.0,-7.0,25/12/2023,21,0.0,2000
-5.7,87,2.01,0.0,0.0,-7.6,25/12/2023,22,0.0,2000
-5.1,84,0.99,0.0,0.0,-7.3,25/12/2023,23,0.0,2000
-5.3,85,0.61,0.0,0.0,-7.4,26/12/2023,0,0.0,2000
-5.2,85,1.21,0.0,0.0,-7.3,26/12/2023,1,0.0,2000
-4.2,80,1.7,0.0,0.0,-7.1,26/12/2023,2,0.0,2000
-3.7,79,2.28,0.0,0.0,-6.7,26/12/2023,3,0.0,2000
-3.2,79,1.66,0.0,0.0,-6.3,26/12/2023,4,0.0,2000
-3.3,81,1.41,0.0,0.0,-6.1,26/12/2023,5,0.0,2000
-3.5,87,1.93,0.0,0.0,-5.4,26/12/2023,6,0.0,2000
-2.8,87,1.22,0.0,0.0,-4.7,26/12/2023,7,0.0,2000
-3.2,87,2.02,0.0,0.0,-5.0,26/12/2023,8,0.0,2000
0.6,75,3.42,0.0,0.0,-3.4,26/12/2023,9,0.25,2000
0.0,75,0.42,0.0,0.0,-3.9,26/12/2023,10,0.67,2000
2.0,69,0.63,0.0,0.0,-3.2,26/12/2023,11,0.98,2000
4.1,59,1.63,0.0,0.0,-3.2,26/12/2023,12,1.39,2000
5.8,45,5.16,0.0,0.0,-5.3,26/12/2023,13,1.5,2000
5.9,44,5.11,0.0,0.0,-5.5,26/12/2023,14,1.38,2000
5.6,47,4.51,0.0,0.0,-4.9,26/12/2023,15,1.23,2000
4.8,51,3.14,0.0,0.0,-4.6,26/12/2023,16,0.81,2000
1.1,70,2.42,0.0,0.0,-3.8,26/12/2023,17,0.3,2000
-1.0,83,2.33,0.0,0.0,-3.6,26/12/2023,18,0.01,2000
-2.4,87,2.5,0.0,0.0,-4.3,26/12/2023,19,0.0,2000
-3.5,90,2.62,0.0,0.0,-4.9,26/12/2023,20,0.0,2000
-3.5,87,2.61,0.0,0.0,-5.4,26/12/2023,21,0.0,2000
-1.6,78,1.24,0.0,0.0,-5.0,26/12/2023,22,0.0,2000
-3.1,83,1.24,0.0,0.0,-5.7,26/12/2023,23,0.0,2000
-4.1,86,1.46,0.0,0.0,-6.1,27/12/2023,0,0.0,2000
-4.8,89,1.93,0.0,0.0,-6.4,27/12/2023,1,0.0,2000
-5.5,91,2.28,0.0,0.0,-6.8,27/12/2023,2,0.0,2000
-5.2,89,1.84,0.0,0.0,-6.8,27/12/2023,3,0.0,2000
-5.3,89,1.44,0.0,0.0,-6.9,27/12/2023,4,0.0,2000
-6.1,90,1.41,0.0,0.0,-7.4,27/12/2023,5,0.0,2000
-6.3,91,1.35,0.0,0.0,-7.6,27/12/2023,6,0.0,2000
-6.5,91,1.44,0.0,0.0,-7.7,27/12/2023,7,0.0,2000
-6.4,91,1.21,0.0,0.0,-7.7,27/12/2023,8,0.0,2000
-3.7,78,1.82,0.0,0.0,-6.9,27/12/2023,9,0.27,2000
-0.6,71,1.84,0.0,0.0,-5.2,27/12/2023,10,0.77,2000
2.2,65,1.92,0.0,0.0,-3.7,27/12/2023,11,1.26,2000
3.8,62,1.6,0.0,0.0,-2.8,27/12/2023,12,1.58,2000
4.8,53,1.3,0.0,0.0,-4.1,27/12/2023,13,1.68,2000
5.3,44,0.91,0.0,0.0,-5.8,27/12/2023,14,1.59,2000
5.4,41,0.32,0.0,0.0,-6.8,27/12/2023,15,1.29,2000
4.8,43,0.5,0.0,0.0,-6.7,27/12/2023,16,0.84,2000
4.2,42,1.3,0.0,0.0,-7.6,27/12/2023,17,0.31,2000
3.0,44,0.81,0.0,0.0,-8.2,27/12/2023,18,0.01,2000
1.8,50,1.3,0.0,0.0,-7.7,27/12/2023,19,0.0,2000
0.9,57,1.02,0.0,0.0,-6.6,27/12/2023,20,0.0,2000
0.2,62,1.0,0.0,0.0,-6.2,27/12/2023,21,0.0,2000
-2.0,71,1.13,0.0,0.0,-6.4,27/12/2023,22,0.0,2000
-3.0,77,1.34,0.0,0.0,-6.4,27/12/2023,23,0.0,2000
-3.7,81,1.41,0.0,0.0,-6.4,28/12/2023,0,0.0,2000
-3.0,81,1.02,0.0,0.0,-5.8,28/12/2023,1,0.0,2000
-2.3,79,0.51,0.0,0.0,-5.4,28/12/2023,2,0.0,2000
-2.5,77,0.4,0.0,0.0,-5.9,28/12/2023,3,0.0,2000
-2.7,78,0.6,0.0,0.0,-5.9,28/12/2023,4,0.0,2000
-2.8,79,1.2,0.0,0.0,-6.0,28/12/2023,5,0.0,2000
-3.0,79,1.24,0.0,0.0,-6.1,28/12/2023,6,0.0,2000
-3.0,80,1.06,0.0,0.0,-6.0,28/12/2023,7,0.0,2000
-2.8,80,1.28,0.0,0.0,-5.9,28/12/2023,8,0.0,2000
-1.6,74,1.22,0.0,0.0,-5.6,28/12/2023,9,0.26,2000
-1.1,78,0.14,0.0,0.0,-4.5,28/12/2023,10,0.67,2000
1.3,61,1.0,0.0,0.0,-5.3,28/12/2023,11,1.16,2000
3.0,58,2.11,0.0,0.0,-4.6,28/12/2023,12,1.5,2000
4.0,51,2.86,0.0,0.0,-5.4,28/12/2023,13,1.67,2000
4.4,46,3.07,0.0,0.0,-6.3,28/12/2023,14,1.61,2000
4.2,45,3.09,0.0,0.0,-6.8,28/12/2023,15,1.19,2000
3.5,46,2.58,0.0,0.0,-7.1,28/12/2023,16,0.8,2000
0.8,56,2.24,0.0,0.0,-7.1,28/12/2023,17,0.31,2000
1.0,55,0.89,0.0,0.0,-7.1,28/12/2023,18,0.01,2000
-0.2,60,0.72,0.0,0.0,-7.2,28/12/2023,19,0.0,2000
-1.2,65,1.13,0.0,0.0,-7.0,28/12/2023,20,0.0,2000
-1.3,69,1.14,0.0,0.0,-6.2,28/12/2023,21,0.0,2000
-0.6,72,0.63,0.0,0.0,-5.1,28/12/2023,22,0.0,2000
-0.6,76,0.76,0.0,0.0,-4.3,28/12/2023,23,0.0,2000
-0.8,80,1.0,0.0,0.0,-3.8,29/12/2023,0,0.0,2000
-0.8,81,0.81,0.0,0.0,-3.6,29/12/2023,1,0.0,2000
-0.9,79,0.81,0.0,0.0,-4.2,29/12/2023,2,0.0,2000
-1.8,80,1.22,0.0,0.0,-4.8,29/12/2023,3,0.0,2000
-2.5,81,1.32,0.0,0.0,-5.3,29/12/2023,4,0.0,2000
-3.0,84,1.5,0.0,0.0,-5.3,29/12/2023,5,0.0,2000
-3.3,86,1.61,0.0,0.0,-5.3,29/12/2023,6,0.0,2000
-2.8,84,1.1,0.0,0.0,-5.2,29/12/2023,7,0.0,2000
-2.3,82,1.12,0.0,0.0,-5.1,29/12/2023,8,0.0,2000
-1.0,77,1.12,0.0,0.0,-4.6,29/12/2023,9,0.16,2000
0.1,69,0.41,0.0,0.0,-5.0,29/12/2023,10,0.37,2000
1.6,65,0.28,0.0,0.0,-4.2,29/12/2023,11,0.62,2000
2.8,68,0.71,0.0,0.0,-2.5,29/12/2023,12,1.03,2000
3.8,65,1.8,0.0,0.0,-2.2,29/12/2023,13,1.17,2000
4.5,61,2.43,0.0,0.0,-2.3,29/12/2023,14,1.38,2000
4.4,62,2.8,0.0,0.0,-2.3,29/12/2023,15,1.02,2000
4.0,64,2.73,0.0,0.0,-2.2,29/12/2023,16,0.6,2000
2.1,77,1.48,0.0,0.0,-1.6,29/12/2023,17,0.21,2000
-0.6,87,2.55,0.0,0.0,-2.4,29/12/2023,18,0.01,2000
0.7,83,1.84,0.0,0.0,-1.9,29/12/2023,19,0.0,2000
0.3,85,1.03,0.0,0.0,-1.9,29/12/2023,20,0.0,2000
-0.1,86,0.76,0.0,0.0,-2.1,29/12/2023,21,0.0,2000
-3.0,93,2.18,0.0,0.0,-4.0,29/12/2023,22,0.0,2000
-3.5,94,2.01,0.0,0.0,-4.3,29/12/2023,23,0.0,2000
-3.8,95,2.1,0.0,0.0,-4.6,30/12/2023,0,0.0,2000
-3.7,94,1.55,0.0,0.0,-4.4,30/12/2023,1,0.0,2000
-3.4,93,1.7,0.0,0.0,-4.4,30/12/2023,2,0.0,2000
-3.9,93,1.4,0.0,0.0,-4.8,30/12/2023,3,0.0,2000
-2.3,87,2.04,0.0,0.0,-4.1,30/12/2023,4,0.0,2000
-1.7,85,1.65,0.0,0.0,-4.0,30/12/2023,5,0.0,2000
-1.4,83,2.04,0.0,0.0,-4.0,30/12/2023,6,0.0,2000
-1.3,83,2.42,0.0,0.0,-3.8,30/12/2023,7,0.0,2000
-1.2,83,2.3,0.0,0.0,-3.7,30/12/2023,8,0.0,2000
-0.8,84,2.33,0.1,0.07,-3.2,30/12/2023,9,0.06,2000
-1.2,87,2.31,0.6,0.42,-3.0,30/12/2023,10,0.09,2000
-0.8,88,2.91,0.9,0.63,-2.5,30/12/2023,11,0.13,2000
-0.4,89,3.01,1.5,1.05,-2.0,30/12/2023,12,0.2,2000
-0.2,91,2.8,2.2,1.47,-1.5,30/12/2023,13,0.23,2000
-0.2,95,3.0,1.9,1.19,-0.9,30/12/2023,14,0.22,2000
0.2,95,3.11,1.3,0.63,-0.6,30/12/2023,15,0.22,2000
0.4,94,2.9,0.3,0.0,-0.4,30/12/2023,16,0.15,2000
0.5,94,3.51,0.1,0.0,-0.3,30/12/2023,17,0.04,2000
0.6,94,3.82,0.1,0.0,-0.3,30/12/2023,18,0.0,2000
0.7,93,3.73,0.1,0.0,-0.2,30/12/2023,19,0.0,2000
0.9,93,3.57,0.1,0.0,-0.1,30/12/2023,20,0.0,2000
1.2,92,3.71,0.2,0.0,0.1,30/12/2023,21,0.0,2000
1.0,92,3.3,1.4,0.0,-0.1,30/12/2023,22,0.0,2000
1.1,92,2.79,0.6,0.0,-0.1,30/12/2023,23,0.0,2000
1.2,92,2.21,0.2,0.0,0.1,31/12/2023,0,0.0,2000
1.2,92,2.21,0.4,0.0,0.2,31/12/2023,1,0.0,2000
1.1,94,1.91,0.1,0.0,0.2,31/12/2023,2,0.0,2000
1.2,93,1.63,0.1,0.0,0.2,31/12/2023,3,0.0,2000
1.2,94,1.39,0.2,0.0,0.4,31/12/2023,4,0.0,2000
0.9,97,1.28,0.4,0.0,0.5,31/12/2023,5,0.0,2000
1.1,98,1.4,0.1,0.0,0.8,31/12/2023,6,0.0,2000
1.8,100,2.38,0.2,0.0,1.8,31/12/2023,7,0.0,2000
1.0,99,4.88,0.4,0.0,0.9,31/12/2023,8,0.0,2000
1.0,95,4.82,0.1,0.07,0.3,31/12/2023,9,0.09,2000
1.8,93,4.76,0.0,0.0,0.8,31/12/2023,10,0.49,2000
2.9,88,5.02,0.0,0.0,1.0,31/12/2023,11,0.95,2000
3.5,84,4.81,0.0,0.0,1.1,31/12/2023,12,1.04,2000
3.8,82,4.46,0.0,0.0,0.9,31/12/2023,13,0.81,2000
4.9,73,3.81,0.0,0.0,0.4,31/12/2023,14,1.03,2000
5.3,68,3.41,0.0,0.0,-0.1,31/12/2023,15,0.86,2000
5.1,69,3.32,0.0,0.0,-0.2,31/12/2023,16,0.6,2000
2.6,83,2.14,0.0,0.0,0.1,31/12/2023,17,0.28,2000
-0.4,86,2.83,0.0,0.0,-2.4,31/12/2023,18,0.01,2000
-0.7,89,2.05,0.0,0.0,-2.2,31/12/2023,19,0.0,2000
-1.5,93,2.25,0.0,0.0,-2.5,31/12/2023,20,0.0,2000
-2.0,94,2.0,0.0,0.0,-3.0,31/12/2023,21,0.0,2000
-1.6,94,1.61,0.0,0.0,-2.5,31/12/2023,22,0.0,2000
-2.3,94,1.6,0.0,0.0,-3.2,31/12/2023,23,0.0,2000
-1.9,91,1.75,0.0,0.0,-3.2,01/01/2024,0,0.0,2000
-2.8,91,2.33,0.0,0.0,-4.0,01/01/2024,1,0.0,2000
-2.2,90,1.84,0.0,0.0,-3.5,01/01/2024,2,0.0,2000
-2.2,89,2.06,0.0,0.0,-3.8,01/01/2024,3,0.0,2000
-2.8,91,2.12,0.0,0.0,-4.1,01/01/2024,4,0.0,2000
-3.3,92,2.21,0.0,0.0,-4.3,01/01/2024,5,0.0,2000
-2.9,93,1.7,0.0,0.0,-3.8,01/01/2024,6,0.0,2000
-2.9,94,1.91,0.0,0.0,-3.8,01/01/2024,7,0.0,2000
-3.5,95,1.6,0.0,0.0,-4.2,01/01/2024,8,0.0,2000
-1.4,90,2.35,0.0,0.0,-2.8,01/01/2024,9,0.24,2000
1.8,84,2.01,0.0,0.0,-0.6,01/01/2024,10,0.68,2000
3.8,75,1.7,0.0,0.0,-0.2,01/01/2024,11,1.1,2000
5.1,73,1.75,0.0,0.0,0.8,01/01/2024,12,1.49,2000
6.0,69,2.28,0.0,0.0,0.7,01/01/2024,13,1.47,2000
6.4,61,2.6,0.0,0.0,-0.6,01/01/2024,14,0.94,2000
6.7,58,3.52,0.0,0.0,-1.0,01/01/2024,15,0.96,2000
5.9,64,3.0,0.0,0.0,-0.2,01/01/2024,16,0.56,2000
3.5,81,1.91,0.0,0.0,0.6,01/01/2024,17,0.22,2000
2.0,83,2.11,0.0,0.0,-0.6,01/01/2024,18,0.01,2000
0.2,90,2.22,0.0,0.0,-1.2,01/01/2024,19,0.0,2000
-0.4,94,1.9,0.0,0.0,-1.2,01/01/2024,20,0.0,2000
0.4,97,1.48,0.0,0.0,-0.1,01/01/2024,21,0.0,2000
-0.1,99,1.73,0.0,0.0,-0.2,01/01/2024,22,0.0,2000
0.3,99,1.21,0.0,0.0,0.2,01/01/2024,23,0.0,2000
0.8,98,1.3,0.1,0.0,0.5,02/01/2024,0,0.0,2000
0.6,98,1.44,0.0,0.0,0.2,02/01/2024,1,0.0,2000
0.8,95,1.2,0.0,0.0,0.1,02/01/2024,2,0.0,2000
1.0,94,0.7,0.0,0.0,0.2,02/01/2024,3,0.0,2000
-0.5,97,1.63,0.0,0.0,-0.9,02/01/2024,4,0.0,2000
0.3,96,0.98,0.0,0.0,-0.2,02/01/2024,5,0.0,2000
0.3,95,0.85,0.0,0.0,-0.4,02/01/2024,6,0.0,2000
0.2,96,0.86,0.0,0.0,-0.4,02/01/2024,7,0.0,2000
0.1,96,1.08,0.0,0.0,-0.4,02/01/2024,8,0.0,2000
0.6,92,0.51,0.0,0.0,-0.4,02/01/2024,9,0.06,2000
1.1,79,1.06,0.0,0.0,-2.2,02/01/2024,10,0.22,2000
2.0,74,1.53,0.0,0.0,-2.2,02/01/2024,11,0.58,2000
3.2,68,2.7,0.0,0.0,-2.1,02/01/2024,12,1.16,2000
3.7,64,3.27,0.0,0.0,-2.5,02/01/2024,13,1.14,2000
4.0,59,3.52,0.0,0.0,-3.3,02/01/2024,14,1.07,2000
4.0,57,3.26,0.0,0.0,-3.8,02/01/2024,15,0.81,2000
3.6,57,2.55,0.0,0.0,-4.1,02/01/2024,16,0.41,2000
2.7,65,1.43,0.0,0.0,-3.2,02/01/2024,17,0.19,2000
0.4,76,1.63,0.0,0.0,-3.2,02/01/2024,18,0.01,2000
0.1,80,1.58,0.0,0.0,-3.0,02/01/2024,19,0.0,2000
-0.9,87,1.8,0.0,0.0,-2.8,02/01/2024,20,0.0,2000
-0.9,89,1.9,0.0,0.0,-2.5,02/01/2024,21,0.0,2000
-1.6,92,1.96,0.0,0.0,-2.8,02/01/2024,22,0.0,2000
-1.5,92,2.12,0.0,0.0,-2.7,02/01/2024,23,0.0,2000
-1.2,92,2.02,0.0,0.0,-2.5,03/01/2024,0,0.0,2000
-1.0,92,2.0,0.0,0.0,-2.2,03/01/2024,1,0.0,2000
-0.5,88,1.5,0.0,0.0,-2.2,03/01/2024,2,0.0,2000
-0.4,89,1.12,0.0,0.0,-2.1,03/01/2024,3,0.0,2000
-1.0,93,1.24,0.0,0.0,-2.0,03/01/2024,4,0.0,2000
-1.1,94,1.0,0.0,0.0,-2.0,03/01/2024,5,0.0,2000
-1.0,93,0.82,0.0,0.0,-2.0,03/01/2024,6,0.0,2000
-1.5,96,0.85,0.0,0.0,-2.1,03/01/2024,7,0.0,2000
-1.4,96,0.42,0.0,0.0,-2.0,03/01/2024,8,0.0,2000
-0.5,93,0.4,0.0,0.0,-1.5,03/01/2024,9,0.14,2000
0.4,88,0.86,0.1,0.07,-1.4,03/01/2024,10,0.14,2000
1.7,82,0.98,0.0,0.0,-1.0,03/01/2024,11,0.48,2000
2.8,77,0.81,0.0,0.0,-0.8,03/01/2024,12,0.85,2000
2.8,77,1.58,0.0,0.0,-0.8,03/01/2024,13,0.53,2000
2.6,77,1.78,0.0,0.0,-0.9,03/01/2024,14,0.37,2000
3.1,76,2.14,0.0,0.0,-0.6,03/01/2024,15,0.65,2000
2.8,76,2.88,0.0,0.0,-0.9,03/01/2024,16,0.61,2000
1.5,81,1.77,0.0,0.0,-1.4,03/01/2024,17,0.29,2000
-0.1,87,1.75,0.0,0.0,-2.0,03/01/2024,18,0.01,2000
-1.4,86,2.51,0.0,0.0,-3.4,03/01/2024,19,0.0,2000
-2.0,86,2.59,0.0,0.0,-4.1,03/01/2024,20,0.0,2000
-2.8,86,2.33,0.0,0.0,-4.8,03/01/2024,21,0.0,2000
-2.9,85,2.36,0.0,0.0,-5.1,03/01/2024,22,0.0,2000
-3.7,86,2.06,0.0,0.0,-5.6,03/01/2024,23,0.0,2000
-4.2,87,1.66,0.0,0.0,-6.1,04/01/2024,0,0.0,2000
-4.9,88,2.15,0.0,0.0,-6.7,04/01/2024,1,0.0,2000
-4.1,83,1.91,0.0,0.0,-6.5,04/01/2024,2,0.0,2000
-3.2,79,1.34,0.0,0.0,-6.3,04/01/2024,3,0.0,2000
-3.6,81,0.81,0.0,0.0,-6.4,04/01/2024,4,0.0,2000
-5.5,90,1.36,0.0,0.0,-6.9,04/01/2024,5,0.0,2000
-5.4,91,1.43,0.0,0.0,-6.6,04/01/2024,6,0.0,2000
-5.6,92,1.51,0.0,0.0,-6.6,04/01/2024,7,0.0,2000
-5.6,92,1.33,0.0,0.0,-6.7,04/01/2024,8,0.0,2000
-3.3,83,1.88,0.0,0.0,-5.9,04/01/2024,9,0.25,2000
-1.1,78,2.06,0.0,0.0,-4.4,04/01/2024,10,0.43,2000
1.0,72,2.21,0.0,0.0,-3.4,04/01/2024,11,0.93,2000
2.6,68,2.05,0.0,0.0,-2.7,04/01/2024,12,1.47,2000
4.2,61,2.92,0.0,0.0,-2.5,04/01/2024,13,1.64,2000
4.9,57,4.1,0.0,0.0,-2.9,04/01/2024,14,1.38,2000
5.2,54,4.74,0.0,0.0,-3.2,04/01/2024,15,0.98,2000
5.0,57,4.83,0.0,0.0,-2.8,04/01/2024,16,0.72,2000
4.0,64,3.09,0.0,0.0,-2.2,04/01/2024,17,0.28,2000
2.0,74,2.9,0.0,0.0,-2.0,04/01/2024,18,0.02,2000
1.5,77,2.9,0.0,0.0,-2.0,04/01/2024,19,0.0,2000
0.2,83,2.75,0.0,0.0,-2.2,04/01/2024,20,0.0,2000
-0.1,85,3.05,0.0,0.0,-2.2,04/01/2024,21,0.0,2000
0.9,79,2.95,0.0,0.0,-2.3,04/01/2024,22,0.0,2000
0.4,83,2.6,0.0,0.0,-2.2,04/01/2024,23,0.0,2000
0.1,86,2.69,0.0,0.0,-2.0,05/01/2024,0,0.0,2000
0.2,88,2.96,0.0,0.0,-1.6,05/01/2024,1,0.0,2000
0.4,89,2.9,0.0,0.0,-1.1,05/01/2024,2,0.0,2000
0.6,92,2.9,0.0,0.0,-0.6,05/01/2024,3,0.0,2000
0.6,95,2.8,0.1,0.0,-0.1,05/01/2024,4,0.0,2000
1.6,95,2.8,0.2,0.0,0.9,05/01/2024,5,0.0,2000
2.5,95,2.33,0.2,0.0,1.8,05/01/2024,6,0.0,2000
2.2,96,1.92,0.1,0.0,1.8,05/01/2024,7,0.0,2000
2.0,97,1.9,0.0,0.0,1.6,05/01/2024,8,0.0,2000
2.6,98,2.12,0.0,0.0,2.3,05/01/2024,9,0.23,2000
4.2,93,1.61,0.0,0.0,3.2,05/01/2024,10,0.67,2000
6.1,79,3.71,0.0,0.0,2.8,05/01/2024,11,1.24,2000
7.3,70,4.61,0.0,0.0,2.2,05/01/2024,12,1.43,2000
7.9,63,4.41,0.0,0.0,1.3,05/01/2024,13,1.55,2000
7.9,58,4.36,0.0,0.0,0.2,05/01/2024,14,1.66,2000
7.3,56,4.37,0.0,0.0,-0.9,05/01/2024,15,1.38,2000
6.2,59,4.18,0.0,0.0,-1.1,05/01/2024,16,0.92,2000
4.2,71,3.31,0.0,0.0,-0.7,05/01/2024,17,0.37,2000
1.6,86,2.88,0.0,0.0,-0.6,05/01/2024,18,0.02,2000
0.3,91,2.33,0.0,0.0,-1.0,05/01/2024,19,0.0,2000
-0.5,92,2.2,0.0,0.0,-1.6,05/01/2024,20,0.0,2000
-1.4,91,2.06,0.0,0.0,-2.7,05/01/2024,21,0.0,2000
-0.9,93,1.9,0.0,0.0,-1.9,05/01/2024,22,0.0,2000
-2.0,92,1.8,0.0,0.0,-3.1,05/01/2024,23,0.0,2000
-3.0,91,1.9,0.0,0.0,-4.3,06/01/2024,0,0.0,2000
-3.8,87,1.99,0.0,0.0,-5.7,06/01/2024,1,0.0,2000
-4.6,84,1.8,0.0,0.0,-6.8,06/01/2024,2,0.0,2000
-4.9,83,1.68,0.0,0.0,-7.3,06/01/2024,3,0.0,2000
-5.3,85,1.58,0.0,0.0,-7.4,06/01/2024,4,0.0,2000
-5.6,86,1.46,0.0,0.0,-7.6,06/01/2024,5,0.0,2000
-5.9,86,1.46,0.0,0.0,-7.9,06/01/2024,6,0.0,2000
-6.2,86,1.6,0.0,0.0,-8.1,06/01/2024,7,0.0,2000
-6.2,86,1.61,0.0,0.0,-8.2,06/01/2024,8,0.0,2000
-3.8,76,1.12,0.0,0.0,-7.4,06/01/2024,9,0.26,2000
-1.3,64,1.53,0.0,0.0,-7.2,06/01/2024,10,0.8,2000
0.4,54,2.11,0.0,0.0,-7.8,06/01/2024,11,1.3,2000
1.8,49,2.69,0.0,0.0,-7.8,06/01/2024,12,1.63,2000
2.8,46,2.86,0.0,0.0,-7.8,06/01/2024,13,1.77,2000
3.3,45,3.07,0.0,0.0,-7.5,06/01/2024,14,1.68,2000
3.5,45,3.24,0.0,0.0,-7.4,06/01/2024,15,1.39,2000
3.0,47,3.21,0.0,0.0,-7.4,06/01/2024,16,0.92,2000
1.5,57,2.25,0.0,0.0,-6.2,06/01/2024,17,0.36,2000
-0.5,67,2.72,0.0,0.0,-5.8,06/01/2024,18,0.02,2000
-0.8,75,2.82,0.0,0.0,-4.6,06/01/2024,19,0.0,2000
-0.6,81,2.14,0.1,0.07,-3.5,06/01/2024,20,0.0,2000
-1.5,90,2.56,0.3,0.21,-2.9,06/01/2024,21,0.0,2000
-3.7,90,1.66,0.0,0.0,-5.1,06/01/2024,22,0.0,2000
-3.7,89,2.64,0.0,0.0,-5.2,06/01/2024,23,0.0,2000
-4.2,81,3.02,0.0,0.0,-6.9,07/01/2024,0,0.0,2000
-4.8,76,2.28,0.0,0.0,-8.4,07/01/2024,1,0.0,2000
-5.4,77,1.88,0.0,0.0,-8.8,07/01/2024,2,0.0,2000
-5.6,78,2.12,0.0,0.0,-8.8,07/01/2024,3,0.0,2000
-5.6,79,2.62,0.0,0.0,-8.6,07/01/2024,4,0.0,2000
-5.8,78,3.62,0.0,0.0,-9.0,07/01/2024,5,0.0,2000
-6.2,74,4.14,0.0,0.0,-10.1,07/01/2024,6,0.0,2000
-6.3,56,4.39,0.0,0.0,-13.8,07/01/2024,7,0.0,2000
-6.6,44,4.25,0.0,0.0,-16.8,07/01/2024,8,0.0,2000
-5.7,38,4.03,0.0,0.0,-17.9,07/01/2024,9,0.27,2000
-4.3,40,4.72,0.0,0.0,-16.0,07/01/2024,10,0.82,2000
-3.5,36,5.59,0.0,0.0,-16.4,07/01/2024,11,1.33,2000
-2.8,33,6.17,0.0,0.0,-16.8,07/01/2024,12,1.68,2000
-2.7,30,6.48,0.0,0.0,-17.9,07/01/2024,13,1.84,2000
